word	specificity
geothermal	1.0
overspecialized	1.0
sedimentary	1.0
disintegrator	1.0
beekeeping	1.0
shutterbug	1.0
bucktoothed	1.0
safecracker	1.0
photoelectric	1.0
xylophonist	1.0
mapmaking	1.0
choreograph	1.0
corsage	1.0
neurovascular	1.0
engraved	1.0
fecal	1.0
humidification	1.0
virologist	1.0
costumed	1.0
woodblock	1.0
immunotherapy	1.0
telemarketer	1.0
harpist	1.0
hepatitis	1.0
knuckleball	1.0
electrochemist	1.0
cauterize	1.0
smallpox	1.0
motherboard	1.0
freckle	1.0
cerebellum	1.0
deepwater	1.0
plainclothesman	1.0
hypnotherapy	1.0
birthing	1.0
cunnilingus	1.0
rewound	1.0
herpes	1.0
checkmate	1.0
hemorrhoid	1.0
snowboarder	1.0
supersensitive	1.0
psychokinetic	1.0
ringworm	1.0
hydroelectric	1.0
shucking	1.0
bobsled	1.0
ambassadorial	1.0
wigmaker	1.0
acetaminophen	1.0
glaucoma	1.0
meatpacking	1.0
videocassette	1.0
diapering	1.0
sharpshooting	1.0
polycarbonate	1.0
appendicitis	1.0
spectrogram	1.0
birthmark	1.0
carjack	1.0
fallopian	1.0
sightseer	1.0
hypersexual	1.0
demagnetize	1.0
quintuple	1.0
misdiagnose	1.0
ventricular	1.0
cockfighting	1.0
reshoot	1.0
grandniece	1.0
cavalryman	1.0
hypochondriac	1.0
meow	1.0
eyedropper	1.0
toxicological	1.0
smithereens	1.0
hypothyroidism	1.0
disembowelment	1.0
gynecologist	1.0
crucified	1.0
snowbound	1.0
tonsillectomy	1.0
esophagus	1.0
redheaded	1.0
exorcist	1.0
algebraic	1.0
lacerated	1.0
landline	1.0
extraterrestrial	1.0
alkalinize	1.0
cardiograph	1.0
lipid	1.0
crimping	1.0
anticorrosive	1.0
hysterectomy	1.0
intracranial	1.0
oink	1.0
jujitsu	1.0
bobsleigh	1.0
leukemia	1.0
pharmaceutical	1.0
appendectomy	1.0
polygamist	1.0
overdubbed	1.0
bobsledder	1.0
neurosurgical	1.0
groundskeeper	1.0
herniated	1.0
overnighter	1.0
circumcise	1.0
testicular	1.0
razorback	1.0
dockworker	1.0
jambalaya	1.0
neurotoxin	1.0
bootlegging	1.0
holstered	1.0
hemophilia	1.0
wineglass	1.0
lactated	1.0
polygamous	1.0
marionette	1.0
acupuncture	1.0
slaughterer	1.0
microcellular	1.0
inseminate	1.0
farmhand	1.0
menstruate	1.0
newspaperwoman	1.0
prewashed	1.0
oncologist	1.0
carburetor	1.0
snowdrop	1.0
conjunctivitis	1.0
granulated	1.0
pneumonic	1.0
subparagraph	1.0
thermonuclear	1.0
overhanging	1.0
ripcord	1.0
podiatrist	1.0
anticommunist	1.0
arachnophobia	1.0
blowjob	1.0
forkful	1.0
corneal	1.0
deliveryman	1.0
fullback	1.0
hypoglycemic	1.0
seismograph	1.0
laryngoscope	1.0
skywriting	1.0
liverwurst	1.0
crankshaft	1.0
watchmaker	1.0
cowlick	1.0
anesthetize	1.0
electroshock	1.0
hydrocortisone	1.0
potting	1.0
decapitation	1.0
bubblegum	1.0
brainwashing	1.0
trachea	1.0
gyroscope	1.0
ladybug	1.0
vinaigrette	1.0
terrorist	1.0
blacksmithing	1.0
northernmost	1.0
soldering	1.0
corrugated	1.0
sushi	1.0
salmonella	1.0
defibrillate	1.0
scabies	1.0
echocardiogram	1.0
fungicidal	1.0
jitterbug	1.0
hypersensitive	1.0
esophageal	1.0
epileptic	1.0
curried	1.0
lymphoma	1.0
hypodermic	1.0
inbred	1.0
breathalyzer	1.0
stammering	1.0
centrifugal	1.0
undercover	1.0
electrocardiogram	1.0
wristwatch	1.0
micromanage	1.0
narcoleptic	1.0
enema	1.0
hyperglycemic	1.0
waterbed	1.0
snapdragon	1.0
epidemiologist	1.0
stamen	1.0
incandescent	1.0
bifocal	1.0
vasectomy	1.0
doughnut	1.0
rectal	1.0
fundamentalist	1.0
pollination	1.0
metacarpal	1.0
goalkeeping	1.0
strangler	1.0
pygmy	1.0
rifleman	1.0
frostbite	1.0
bowlegged	1.0
glassmaking	1.0
tarantula	1.0
mumps	1.0
leprosy	1.0
mummification	1.0
contraceptive	1.0
hypnotherapist	1.0
crimson	1.0
hydroponic	1.0
microbial	1.0
lawnmower	1.0
orthodontist	1.0
intravascular	1.0
thumbscrew	1.0
longhair	1.0
winemaking	1.0
thatching	1.0
sextuplet	1.0
excavate	1.0
tattooing	1.0
paragliding	1.0
fingerprint	1.0
bedbug	1.0
prerecorded	1.0
reupholster	1.0
obstetrician	1.0
electrotherapy	1.0
pureblood	1.0
goaltending	1.0
tyrannosaurus	1.0
steelworker	1.0
antifungal	1.0
jellybean	1.0
stereoscopic	1.0
cyanide	1.0
euthanize	1.0
lobotomy	1.0
thumbprint	1.0
asphyxiate	1.0
purebred	1.0
polychromatic	1.0
strep	1.0
blowfish	1.0
delouse	1.0
giblet	1.0
burglarproof	1.0
chlorinate	1.0
hypertensive	1.0
chirp	1.0
melanoma	1.0
assassinate	1.0
daughterly	1.0
shoplifter	1.0
intravenous	1.0
agoraphobia	1.0
parakeet	1.0
seismographic	1.0
stepladder	1.0
underdressed	1.0
housewarming	1.0
mothproof	1.0
prostate	1.0
soundproof	1.0
blowtorch	1.0
endoscopy	1.0
goddaughter	1.0
centerfold	1.0
diamondback	1.0
carjacker	1.0
microchemistry	1.0
caricaturist	1.0
spectrometer	1.0
marksmanship	1.0
pussyfooting	1.0
mastectomy	1.0
balding	1.0
sideburns	1.0
clove	1.0
monogrammed	1.0
eavesdropping	1.0
ovulate	1.0
crumb	1.0
haircutting	1.0
elk	1.0
ravioli	1.0
charbroil	1.0
sleepwalking	1.0
pedicurist	1.0
beefcake	1.0
codpiece	1.0
astrologist	1.0
crocheting	1.0
prosecutorial	1.0
bludgeoned	1.0
leatherneck	1.0
kilohertz	1.0
whittling	1.0
neurophysiologist	1.0
cornrow	1.0
popsicle	1.0
broiler	1.0
mononucleosis	1.0
hobbit	1.0
sandblaster	1.0
decontaminate	1.0
hyperthyroid	1.0
zinfandel	1.0
feebleminded	1.0
angelfish	1.0
seismological	1.0
straitjacket	1.0
radiometer	0.875
dogcatcher	0.875
cliffhanger	0.875
eastbound	0.875
tortellini	0.875
chef	0.875
gunfight	0.875
hijacking	0.875
backspin	0.875
fettuccine	0.875
circumcised	0.875
ulcer	0.875
ventriloquism	0.875
catacomb	0.875
herbivorous	0.875
philharmonic	0.875
lamplighter	0.875
pulmonary	0.875
sandcastle	0.875
thoroughbred	0.875
crabbing	0.875
emphysema	0.875
whoremonger	0.875
chronometer	0.875
munchkin	0.875
diphtheria	0.875
swashbuckler	0.875
codebook	0.875
nitroglycerine	0.875
mailwoman	0.875
jawbreaker	0.875
flatworm	0.875
crackbrained	0.875
photoelectron	0.875
deinstitutionalization	0.875
dyslexic	0.875
overhand	0.875
stonemason	0.875
neuropathic	0.875
heartstring	0.875
tweezer	0.875
sclerosis	0.875
hieroglyph	0.875
vulva	0.875
butchering	0.875
embezzlement	0.875
terrorize	0.875
diabolism	0.875
cryptogenic	0.875
mortician	0.875
dermatitis	0.875
cubbyhole	0.875
bigamist	0.875
steelmaking	0.875
psychopathology	0.875
speckled	0.875
karat	0.875
unrecoverable	0.875
logarithmic	0.875
kleptomaniac	0.875
stenographer	0.875
stenographic	0.875
hydrosulfide	0.875
cartoonist	0.875
parabolic	0.875
cockatiel	0.875
handcuff	0.875
doornail	0.875
grandnephew	0.875
chemotherapeutic	0.875
stepchild	0.875
creaking	0.875
fluorine	0.875
echogram	0.875
percussionist	0.875
tourniquet	0.875
lemony	0.875
gangbang	0.875
nuzzle	0.875
turtledove	0.875
ovulation	0.875
bullwhip	0.875
breastfeed	0.875
basting	0.875
costuming	0.875
microeconomic	0.875
platelet	0.875
hairpin	0.875
bricklaying	0.875
baklava	0.875
webcasting	0.875
dehydrate	0.875
exothermal	0.875
dissecting	0.875
amethyst	0.875
straightjacket	0.875
dogsled	0.875
gashouse	0.875
midfielder	0.875
bootlicker	0.875
turbocharger	0.875
fumigate	0.875
predigest	0.875
powerboat	0.875
pollinate	0.875
uncap	0.875
furrowed	0.875
surfboarding	0.875
intellectualization	0.875
antiquing	0.875
wormhole	0.875
bronchial	0.875
thumbhole	0.875
heartbroken	0.875
hangnail	0.875
stutterer	0.875
eggless	0.875
neurobiological	0.875
crucifixion	0.875
colonic	0.875
aircraftsman	0.875
sudsy	0.875
strum	0.875
backwashing	0.875
watercolorist	0.875
triceratops	0.875
picnicker	0.875
reincarnation	0.875
infarction	0.875
marinated	0.875
parrotfish	0.875
periodontal	0.875
antitoxin	0.875
venomous	0.875
doting	0.875
endocrinologist	0.875
hypoglycemia	0.875
latticed	0.875
pixel	0.875
assassin	0.875
celiac	0.875
schizophrenia	0.875
orchestration	0.875
carpetbag	0.875
chipmunk	0.875
pedometer	0.875
shadowboxing	0.875
spaying	0.875
excruciate	0.875
hornless	0.875
panty	0.875
divining	0.875
nanosecond	0.875
checklist	0.875
diagnosable	0.875
intercollegiate	0.875
clockmaker	0.875
pinpoint	0.875
guillotine	0.875
tamperproof	0.875
microprobe	0.875
transvestite	0.875
baptismal	0.875
apache	0.875
synapse	0.875
spectrograph	0.875
heehaw	0.875
bootlace	0.875
embezzler	0.875
pedigreed	0.875
clarinetist	0.875
neuropathy	0.875
uncircumcised	0.875
sharpshooter	0.875
calzone	0.875
buttered	0.875
castrate	0.875
cornflake	0.875
foxhunt	0.875
whetstone	0.875
decaffeinated	0.875
cannibalistic	0.875
mayoral	0.875
reacquainted	0.875
clambake	0.875
encephalitis	0.875
bayoneted	0.875
kazoo	0.875
antipersonnel	0.875
carpal	0.875
wheelbase	0.875
bushwhacking	0.875
gigahertz	0.875
southeasterly	0.875
scrutinize	0.875
bloodhound	0.875
hopscotch	0.875
chrysanthemum	0.875
spud	0.875
clerking	0.875
preprogrammed	0.875
masochist	0.875
overbite	0.875
gardenia	0.875
undercook	0.875
crucify	0.875
unidirectional	0.875
hibiscus	0.875
strangles	0.875
insurrectional	0.875
tiptoeing	0.875
greenroom	0.875
arthritic	0.875
yellowtail	0.875
uncorked	0.875
tanning	0.875
stripper	0.875
padlock	0.875
filleting	0.875
avocado	0.875
racketeering	0.875
bazooka	0.875
mayonnaise	0.875
mallard	0.875
whiskered	0.875
dicing	0.875
unrefrigerated	0.875
subpoena	0.875
cybersex	0.875
psychopathological	0.875
retractable	0.875
horsehide	0.875
dotted	0.875
screwing	0.875
embroider	0.875
triplex	0.875
exfoliating	0.875
spearmint	0.875
curbstone	0.875
gestational	0.875
stewed	0.875
earache	0.875
defuse	0.875
pediatric	0.875
tonsillitis	0.875
serpentine	0.875
slicer	0.875
bullfighter	0.875
unbraid	0.875
toupee	0.875
kamikaze	0.875
backless	0.875
privy	0.875
railroading	0.875
counterargument	0.875
microelectronics	0.875
spyware	0.875
proofreader	0.875
turnip	0.875
electrician	0.875
bloodworm	0.875
smokehouse	0.875
loyalist	0.875
gazebo	0.875
triglyceride	0.875
lilac	0.875
waddling	0.875
detonator	0.875
racehorse	0.875
ulcerative	0.875
soldierly	0.875
birdhouse	0.875
menstrual	0.875
kindergartner	0.875
smothered	0.875
satirize	0.875
excommunicate	0.875
barbed	0.875
jetliner	0.875
tonguing	0.875
bottlenose	0.875
overqualified	0.875
photocopier	0.875
snug	0.875
dissected	0.875
pyromania	0.875
vomiting	0.875
psychotherapist	0.875
artilleryman	0.875
sadomasochistic	0.875
keyless	0.875
anorexic	0.875
burrito	0.875
antislavery	0.875
blastoff	0.875
electrocution	0.875
samurai	0.875
hemoglobin	0.875
unlace	0.875
infielder	0.875
pathologist	0.875
chemotherapy	0.875
kwanza	0.875
mitosis	0.875
jaywalker	0.875
masturbatory	0.875
copperhead	0.875
dotting	0.875
psychoanalytical	0.875
bonsai	0.875
spay	0.875
flowerbed	0.875
blackmailer	0.875
allspice	0.875
televangelist	0.875
surrealist	0.875
dressmaker	0.875
magnetometer	0.875
hertz	0.875
jouster	0.875
hunchbacked	0.875
proofread	0.875
smoothie	0.875
psychoanalyst	0.875
murdering	0.875
spacesuit	0.875
indelible	0.875
holograph	0.875
bunion	0.875
quarterfinal	0.875
multimillionaire	0.875
macaw	0.875
toeless	0.875
castration	0.875
photosynthesize	0.875
paramedic	0.875
ninepin	0.875
unclasped	0.875
persimmon	0.875
postoperative	0.875
seared	0.875
sauntering	0.875
earmark	0.875
autobiographical	0.875
violinist	0.875
buccaneering	0.875
proctologist	0.875
neurosurgery	0.875
unsheathe	0.875
archangel	0.875
bullfighting	0.875
mummify	0.875
minuteman	0.875
concerto	0.875
dilapidation	0.875
tetanus	0.875
sharpie	0.875
neuropsychologist	0.875
lawsuit	0.875
acupressure	0.875
whorehouse	0.875
pretrial	0.875
lobotomize	0.875
holographic	0.875
stargaze	0.875
unclasp	0.875
firebox	0.875
seasick	0.875
misbeliever	0.875
stuttering	0.875
lovesick	0.875
decommissioning	0.875
outmaneuver	0.875
tamale	0.875
cardiologist	0.875
colostomy	0.875
nymphomaniac	0.875
methamphetamine	0.875
mauve	0.875
globetrotting	0.875
absinthe	0.875
poinsettia	0.875
topographical	0.875
heroin	0.875
shelling	0.875
bespoke	0.875
horseradish	0.875
peeled	0.875
gravedigger	0.875
coffeepot	0.875
sodomize	0.875
graveside	0.875
yardmaster	0.875
mockingbird	0.875
reanimate	0.875
nitroglycerin	0.875
limousine	0.875
bleating	0.875
crochet	0.875
pathogenic	0.875
hematoma	0.875
miniaturize	0.875
menstruation	0.875
coronary	0.875
candelabra	0.875
immunosuppressive	0.875
mooing	0.875
bioluminescence	0.875
malaria	0.875
eucalyptus	0.875
cartographer	0.875
graven	0.875
earwax	0.875
cryogenic	0.875
impregnate	0.875
premenstrual	0.875
proofreading	0.875
shortstop	0.875
scapula	0.875
chiropractic	0.875
quartered	0.875
prenatal	0.875
oxygenating	0.875
werewolf	0.875
extradite	0.875
defraud	0.875
neuroscientist	0.875
kidnapping	0.875
hairdresser	0.875
eyedrop	0.875
timestamp	0.875
fondle	0.875
tutoring	0.875
flatulent	0.875
debugger	0.875
mitochondria	0.875
butterscotch	0.875
teething	0.875
emulsify	0.875
triangulate	0.875
uncork	0.875
barracuda	0.875
liposuction	0.875
calibrate	0.875
crayon	0.875
dachshund	0.875
kindergartener	0.875
explosive	0.875
dismember	0.875
choirboy	0.875
suckerfish	0.875
fluorite	0.875
brownnoser	0.875
patella	0.875
stabbing	0.875
tranquilized	0.875
churchgoing	0.875
uppercut	0.875
bionic	0.875
cellophane	0.875
unscrambling	0.875
overcook	0.875
breadfruit	0.875
suppository	0.875
counteroffensive	0.875
injector	0.875
unrepeatable	0.875
numerologist	0.875
prolapsed	0.875
seismometer	0.875
fisherwoman	0.875
transgendered	0.875
congressman	0.875
voyeurism	0.875
strangling	0.875
phlebotomy	0.875
doubleheader	0.875
pepperoni	0.875
waddle	0.875
doodlebug	0.875
knotting	0.875
footsie	0.875
headlock	0.875
gangrenous	0.875
crested	0.875
shackling	0.875
toymaker	0.875
sweathouse	0.875
ejaculator	0.875
mummified	0.875
antiviral	0.875
amoebic	0.875
hotcake	0.875
disassemble	0.875
toothpick	0.875
necrophilia	0.875
ejaculation	0.875
lockjaw	0.875
localized	0.875
thundershower	0.875
flossing	0.875
amnesiac	0.875
eyeless	0.875
matchwood	0.875
seismologist	0.875
foxhunting	0.875
postnatal	0.875
superconductor	0.875
microbiologist	0.875
balsamic	0.875
prepaid	0.875
genocidal	0.875
weaving	0.875
cuttlefish	0.875
formulary	0.875
riboflavin	0.875
pennyweight	0.875
malted	0.875
manicotti	0.875
belch	0.875
jettison	0.875
screenplay	0.875
tablespoonful	0.875
autobiography	0.875
peephole	0.875
constrictor	0.875
inoculate	0.875
jacketed	0.875
nutcracker	0.875
forger	0.875
twinge	0.875
troubleshooter	0.875
preflight	0.875
kingfisher	0.875
narcissistic	0.875
demonologist	0.875
saloonkeeper	0.875
bombproof	0.875
ghostwrite	0.875
bedsore	0.875
needling	0.875
anaesthetize	0.875
paparazzo	0.875
genealogist	0.875
disembowel	0.875
buttonhole	0.875
binomial	0.875
dissertation	0.875
immunologist	0.875
tenantless	0.875
postmodernist	0.875
bloodmobile	0.875
backstroke	0.875
bandmaster	0.875
postnasal	0.875
dominatrix	0.875
pussyfooted	0.875
auctioneer	0.875
truant	0.875
jingling	0.875
champagne	0.875
famished	0.875
sequined	0.875
breaststroke	0.875
clairvoyant	0.875
perjurer	0.875
comatose	0.875
inscribe	0.875
shuffleboard	0.875
clubfoot	0.875
mating	0.875
disenfranchised	0.875
unstring	0.875
stagehand	0.875
cryptologist	0.875
monogamist	0.875
counterintelligence	0.875
weightlifting	0.875
pedophile	0.875
biomedical	0.875
twiddle	0.875
furrier	0.875
horticulturalist	0.875
toothbrush	0.875
monkfish	0.875
autographed	0.875
sidestroke	0.875
incestuous	0.875
peeler	0.875
botulism	0.875
northwesterly	0.875
synagogue	0.875
antiperspirant	0.875
clanking	0.875
intercontinental	0.875
scalpel	0.875
counterterrorism	0.875
tapeworm	0.875
jalapeno	0.875
crossbow	0.875
angioplasty	0.875
wasabi	0.875
hallucinogenic	0.875
undernourished	0.875
manicure	0.875
scalper	0.875
fascist	0.875
copyist	0.875
electrochemical	0.875
panfry	0.875
gunmetal	0.875
strangulation	0.875
laryngitis	0.875
psoriasis	0.875
stillborn	0.875
superimpose	0.875
rustproof	0.875
cadaverous	0.875
varnishing	0.875
pushup	0.875
chocolaty	0.875
seismology	0.875
inkless	0.875
penile	0.875
cogwheel	0.875
whittler	0.875
woodcarving	0.875
taxidermist	0.875
hotelkeeper	0.875
icebound	0.875
microscopic	0.875
paperweight	0.875
schnauzer	0.875
ambidextrous	0.875
ephedrine	0.875
reconstructed	0.875
hyperventilate	0.875
dissect	0.875
micrometer	0.875
asthmatic	0.875
sheepherder	0.875
emasculate	0.875
potted	0.875
leapfrogging	0.875
headrest	0.875
customized	0.875
plankton	0.875
bicuspid	0.875
sickbed	0.875
snowshoe	0.875
hydrochloric	0.875
poodle	0.875
calamari	0.875
bratwurst	0.875
hyperacidity	0.875
copywriter	0.875
speechwriter	0.875
psychoanalytic	0.875
jerky	0.875
balder	0.875
ocelot	0.875
gecko	0.875
rotisserie	0.875
precancerous	0.875
manicurist	0.875
hollandaise	0.875
sparkplug	0.875
microbiological	0.875
whiskbroom	0.875
gonorrhea	0.875
townswoman	0.875
microelectronic	0.875
tradecraft	0.875
psychoneurotic	0.875
christened	0.875
atomizer	0.875
synaptic	0.875
pocketing	0.875
kleptomania	0.875
housebound	0.875
sublease	0.875
thermograph	0.875
gallstone	0.875
indigo	0.875
hypothermic	0.875
hyperthermia	0.875
exorcize	0.875
janitorial	0.875
photosynthesis	0.875
unweave	0.875
policeman	0.875
boathouse	0.875
tangerine	0.875
calligraphic	0.875
antibiotic	0.875
bluebird	0.875
telescopic	0.875
neoclassical	0.875
hypoallergenic	0.875
sunbird	0.875
backgammon	0.875
sequin	0.875
snowplow	0.875
hookworm	0.875
tweeting	0.875
pimpled	0.875
forehand	0.875
strawberry	0.875
gluten	0.875
semiprecious	0.875
chessboard	0.875
amputate	0.875
toaster	0.875
separatist	0.875
colonoscopy	0.875
hydroponics	0.875
antiseptic	0.875
affidavit	0.875
gnawing	0.875
unclog	0.875
claustrophobic	0.875
winterize	0.875
hieroglyphic	0.875
psychobiological	0.875
decapitate	0.875
speedometer	0.875
babysit	0.875
silverfish	0.875
equilateral	0.875
tuberculosis	0.875
swordsman	0.875
redial	0.875
embroidery	0.875
billfold	0.875
pulverize	0.875
serrated	0.875
anthrax	0.875
seamstress	0.875
perpendicular	0.875
tinkling	0.875
brushstroke	0.875
hydroxide	0.875
underfed	0.875
boysenberry	0.875
distillery	0.875
asymptomatic	0.875
cummerbund	0.875
umbilical	0.875
photochemical	0.875
hypothermia	0.875
chardonnay	0.875
featherbrain	0.875
prefrontal	0.875
inched	0.875
cranial	0.875
coital	0.875
deactivate	0.875
freebase	0.875
flavoring	0.875
celibate	0.875
autograph	0.875
kickboxing	0.875
scientologist	0.875
mustached	0.875
hula	0.875
spectroscope	0.875
brontosaurus	0.875
taillight	0.875
streetwalker	0.875
downshift	0.875
cardiopulmonary	0.875
pyrotechnic	0.875
lipstick	0.875
capillary	0.875
humpbacked	0.875
subcontracted	0.875
wastewater	0.875
warplane	0.875
unemployable	0.875
antidote	0.875
torpedo	0.875
snakebite	0.875
pneumatic	0.875
astrophysicist	0.875
teepee	0.875
ladybird	0.875
unfertilized	0.875
oxidized	0.875
indentured	0.875
lasagna	0.875
stopwatch	0.875
nuclear	0.875
streetwalking	0.875
guesthouse	0.875
misdiagnosis	0.875
surgeon	0.875
zillionth	0.875
clitoral	0.875
superglue	0.875
blowpipe	0.875
underweight	0.875
linguini	0.875
uterine	0.875
shoplift	0.875
waterskiing	0.875
endoplasmic	0.875
irradiated	0.8571428571428571
milkweed	0.8571428571428571
bewitch	0.8571428571428571
iceboat	0.75
curable	0.75
conical	0.75
conjuror	0.75
puffin	0.75
asphyxiation	0.75
golfer	0.75
logarithm	0.75
centipede	0.75
matriarchs	0.75
brothel	0.75
infrared	0.75
centrifuge	0.75
valedictorian	0.75
moisturizer	0.75
phobic	0.75
minnow	0.75
showerhead	0.75
skinned	0.75
shagged	0.75
bareheaded	0.75
ducktail	0.75
reclining	0.75
fantail	0.75
whisk	0.75
gallbladder	0.75
leprechaun	0.75
newsreel	0.75
stapling	0.75
saleswoman	0.75
delicatessen	0.75
coachman	0.75
underachiever	0.75
diskette	0.75
horticulturist	0.75
crematory	0.75
sabotage	0.75
corded	0.75
mammogram	0.75
flatiron	0.75
teabag	0.75
molest	0.75
ritualistic	0.75
orthographic	0.75
keyhole	0.75
toxicology	0.75
ghoulish	0.75
cosmologist	0.75
knotty	0.75
noblewoman	0.75
windsurfing	0.75
footballer	0.75
encryption	0.75
crisping	0.75
manhandle	0.75
brassiere	0.75
battlewagon	0.75
footnoted	0.75
longshoreman	0.75
sniper	0.75
bluesman	0.75
unpopulated	0.75
gurgling	0.75
pilferer	0.75
hardboiled	0.75
knotted	0.75
cobra	0.75
saline	0.75
firebomb	0.75
numerator	0.75
refurnish	0.75
distributorship	0.75
seedpod	0.75
urological	0.75
unshelled	0.75
individualize	0.75
underarm	0.75
murderous	0.75
snakelike	0.75
tachometer	0.75
laminator	0.75
bloodstain	0.75
motorcyclist	0.75
adrenal	0.75
angleworm	0.75
hornet	0.75
pipette	0.75
snuffbox	0.75
nutcrackers	0.75
pampers	0.75
flamethrower	0.75
monastic	0.75
sequestered	0.75
stableman	0.75
thyroid	0.75
tollhouse	0.75
kidney	0.75
immobilizer	0.75
semiautomatic	0.75
quilting	0.75
gigantism	0.75
albacore	0.75
paralegal	0.75
tiebreaker	0.75
dietician	0.75
decathlon	0.75
octagonal	0.75
tranquillize	0.75
archipelago	0.75
feathery	0.75
dental	0.75
scorekeeping	0.75
dingdong	0.75
hogtie	0.75
phosphorescence	0.75
harpooner	0.75
snip	0.75
subterranean	0.75
telegraphic	0.75
woodworm	0.75
executable	0.75
dildo	0.75
guppy	0.75
weaved	0.75
archaeological	0.75
yearling	0.75
skinning	0.75
roadie	0.75
antichrist	0.75
coagulation	0.75
tightlipped	0.75
dispossess	0.75
hardening	0.75
skateboarder	0.75
termite	0.75
cornea	0.75
hypnotist	0.75
fumigator	0.75
nymphomania	0.75
chinchilla	0.75
miniaturization	0.75
thimbleful	0.75
chinless	0.75
digestive	0.75
braided	0.75
birthstone	0.75
thermometer	0.75
quivering	0.75
catatonic	0.75
anticoagulant	0.75
copulate	0.75
snaggletooth	0.75
dicer	0.75
maypole	0.75
shortsightedness	0.75
thunderstruck	0.75
trucking	0.75
aerobatics	0.75
threadlike	0.75
fireproofing	0.75
shirtsleeve	0.75
amateurism	0.75
schizophrenic	0.75
prearranged	0.75
grenadine	0.75
videophone	0.75
aquifer	0.75
exhumation	0.75
smooch	0.75
highlander	0.75
vermouth	0.75
quizmaster	0.75
screenwriting	0.75
astigmatism	0.75
whiplash	0.75
superconducting	0.75
photojournalism	0.75
vampirism	0.75
eyelash	0.75
confectionary	0.75
outflank	0.75
hummingbird	0.75
brisket	0.75
nonsurgical	0.75
areola	0.75
quadruple	0.75
gingivitis	0.75
buccaneer	0.75
stepbrother	0.75
arugula	0.75
homecoming	0.75
bereaved	0.75
mayday	0.75
teriyaki	0.75
upholstered	0.75
microchip	0.75
charred	0.75
whodunit	0.75
tadpole	0.75
brooder	0.75
sidewinder	0.75
optometrist	0.75
lawyerlike	0.75
cannibalize	0.75
immunization	0.75
whitefish	0.75
skinless	0.75
preconditioned	0.75
necking	0.75
dialysis	0.75
niece	0.75
pressurization	0.75
duchess	0.75
backbend	0.75
sirloin	0.75
watermelon	0.75
cinematographer	0.75
denatured	0.75
rapper	0.75
embalm	0.75
geranium	0.75
vaporize	0.75
hyphenated	0.75
laxative	0.75
pincushion	0.75
longhorn	0.75
garlicky	0.75
cremate	0.75
unbaked	0.75
coitus	0.75
musicologist	0.75
legwarmer	0.75
isotope	0.75
snowboard	0.75
phonographic	0.75
